username_length,num_followers,num_following,num_posts,account_age_days,bio_length,profile_pic,fake
5,6269,6834,137,482,39,1,0
5,5317,8783,753,3291,87,1,0
11,810,6617,905,3391,77,0,1
12,6841,5150,712,1262,177,1,0
7,2032,9075,155,3617,4,1,0
9,9699,8102,407,2333,181,0,1
5,7129,4158,786,3109,85,1,0
11,2705,7727,224,103,185,1,0
9,8788,5206,579,1454,21,1,0
12,2147,303,183,792,73,1,0
12,615,333,194,1678,89,0,0
13,947,4506,553,239,78,1,0
11,5677,2331,395,2789,165,0,0
5,4651,4561,913,2693,118,0,0
7,7866,79,662,3197,176,0,0
12,2013,3763,595,1589,128,1,0
7,3697,5196,133,882,77,1,0
12,490,732,308,2655,35,0,1
5,4350,3976,865,2236,94,0,0
9,2428,5659,809,888,27,0,1
8,4987,1384,961,1280,97,0,1
9,8733,2124,541,3035,34,0,0
12,9479,6652,8,924,187,0,1
14,9825,5283,986,794,61,1,0
8,4920,7176,169,2578,86,1,0
8,2926,9390,289,676,173,1,0
7,9544,6605,167,2440,107,0,1
11,7282,5707,343,1682,124,1,0
7,4376,2292,496,1492,78,0,1
7,9490,8376,144,1850,124,0,1
14,4868,997,412,1277,60,1,0
9,6986,4664,739,672,192,0,1
9,6862,2357,817,2909,25,1,0
10,4423,5491,587,3633,162,1,0
12,6870,1679,734,3248,56,1,0
14,8159,5715,688,2514,190,0,1
10,2073,4886,456,839,131,0,0
5,6170,7440,700,3649,41,0,1
12,701,6821,978,3036,172,1,0
12,8113,3527,301,1313,166,0,1
13,6825,6813,45,1074,192,1,0
13,7867,2745,893,4,21,0,1
6,4264,4090,16,1655,138,1,0
6,7968,6158,577,2900,164,1,0
7,8146,8561,359,1909,89,0,0
5,7776,7471,260,3572,178,0,0
8,8558,3743,122,3295,57,1,0
8,8719,9895,230,1894,6,1,0
13,4886,7008,949,1923,135,0,1
13,3935,3324,636,1286,50,1,0
13,4619,8632,111,535,150,0,0
14,5191,3257,783,2951,89,0,1
11,6875,226,592,3448,107,1,0
6,7856,2401,245,1085,8,0,0
14,5401,4718,858,1380,173,1,0
9,3022,1024,390,646,37,0,1
8,5738,5672,391,24,110,1,1
12,5984,7727,327,1317,12,0,0
6,1770,5280,214,557,6,0,0
10,9969,870,863,2739,138,1,0
9,8989,3199,746,356,177,0,0
6,3215,1745,366,2008,66,1,0
14,6694,5270,81,870,40,1,0
5,2976,8635,805,2989,156,1,0
12,3737,5886,821,575,164,1,0
6,9903,5590,75,29,183,1,1
11,752,7897,526,2405,15,0,0
13,1392,8664,731,365,43,0,0
13,6789,8271,502,2656,49,0,1
12,677,5158,741,409,198,0,0
14,105,8431,945,3338,133,0,1
13,4753,589,951,1315,17,0,0
6,1946,9552,478,2615,146,0,1
10,5544,1884,371,1177,50,1,0
8,1095,5399,264,219,193,1,0
8,6985,8503,263,2221,2,1,0
9,1782,1076,109,608,88,0,0
7,4541,7235,914,1036,53,1,0
5,3257,6837,306,1540,48,0,1
12,6213,33,199,3434,27,0,0
9,4869,1841,225,858,37,0,1
7,1561,4481,184,1603,27,1,0
14,4006,8440,963,2705,31,1,0
11,9867,1134,30,969,40,1,0
11,9314,7261,613,1501,35,0,0
5,3981,5298,770,3649,102,0,0
13,9493,7017,98,1106,35,0,1
6,5682,7771,338,1641,106,0,0
9,5782,8567,810,1717,125,1,0
9,943,8915,796,3412,86,1,0
12,4550,1913,265,2489,65,1,0
12,9137,4297,651,617,137,1,0
11,600,1942,813,226,69,0,1
11,6376,4004,797,2419,199,0,0
10,9609,1331,349,28,78,1,0
10,1524,7890,977,3056,92,0,0
13,3766,4588,727,995,190,0,1
10,250,337,543,16,91,1,0
6,9736,7066,456,3349,21,1,0
6,78,7813,814,333,19,0,0
9,3123,8983,87,483,32,1,0
8,9089,3611,62,566,142,1,0
6,7064,3700,921,3360,134,1,0
7,8417,9708,386,2162,89,1,0
11,1209,6118,790,2086,49,1,0
12,5153,7105,458,454,9,1,0
10,4898,2673,585,2790,78,1,0
9,2178,2122,817,166,36,1,0
5,7610,7082,931,2742,58,1,0
12,8895,8250,635,2253,87,0,1
7,2544,2062,268,878,103,1,0
10,5522,1254,893,245,62,1,0
7,2370,3688,796,1895,20,1,0
11,3281,3748,933,1357,103,0,1
11,4710,6342,972,943,78,1,0
13,328,4130,632,3468,36,1,0
9,5579,4257,345,2869,44,0,1
12,4228,3029,723,2555,141,0,0
14,6794,2846,900,1953,42,1,0
14,120,8662,659,2972,115,0,1
12,6749,4035,77,3193,84,0,1
5,964,2899,364,1283,83,0,0
9,4224,9638,13,1746,160,0,0
7,3675,4443,135,410,2,0,0
5,5694,4789,303,2358,103,1,0
8,2076,912,396,2116,86,0,0
12,6865,4242,791,2162,171,1,0
7,5643,7541,78,2268,110,1,0
14,8524,1711,754,2268,86,1,0
6,5249,8866,704,1497,90,0,1
13,1316,1439,981,2778,34,1,0
14,1196,5613,417,2797,152,0,0
9,3170,3630,241,2991,95,1,0
11,9621,5375,50,386,85,1,0
6,355,7103,743,3370,135,1,0
13,9718,8877,770,930,115,0,1
13,28,9318,383,3325,189,1,1
8,1013,4216,374,405,145,0,1
8,9019,2466,729,492,91,0,0
10,2024,7824,205,357,155,0,0
14,8490,4124,825,3500,139,1,0
14,5839,965,488,215,191,1,0
14,5791,6928,380,1404,1,1,0
10,754,6096,967,752,186,1,0
5,8961,6157,880,827,164,0,0
13,3735,9111,310,1238,123,1,0
6,1238,8120,374,1122,3,0,0
9,1906,1508,631,2576,168,0,0
13,7399,9404,591,2964,172,1,0
8,7961,871,41,666,108,1,0
7,9756,863,532,3600,110,0,0
11,9410,3055,521,2758,33,0,1
10,4601,5133,824,2029,86,1,0
12,9549,2682,152,2583,12,1,0
7,1460,5278,311,554,6,1,0
9,7669,5448,293,1573,31,0,0
14,1416,613,597,328,22,0,0
8,7766,1872,112,2950,176,1,0
8,1428,7723,700,1189,199,0,1
8,4378,7189,111,3188,46,0,0
14,7529,5386,174,150,164,0,1
12,4474,6942,821,3590,175,0,0
10,3071,8759,301,1056,28,1,0
7,555,244,963,657,164,0,1
14,8547,20,515,2854,22,1,0
9,1563,8585,733,1937,37,1,0
10,1040,5767,961,293,126,0,1
9,2686,3515,220,2967,43,1,0
10,2553,1910,170,2737,4,1,0
12,1779,8481,317,957,179,1,0
11,75,5882,995,3249,39,0,1
9,4326,8552,212,1085,138,1,0
14,5835,8076,252,1613,77,0,1
10,5057,1622,123,416,105,1,0
8,2349,4314,639,3455,129,1,0
13,2773,2453,212,2646,162,1,0
8,2262,2015,623,2055,172,1,0
5,3229,2800,84,918,48,0,1
11,392,9023,515,85,122,1,0
11,1108,9985,64,2822,34,1,0
8,4362,9983,317,957,105,1,0
7,5188,8772,345,1422,71,0,1
12,8802,6752,631,1936,159,0,1
9,5057,7453,242,1795,195,1,0
14,3998,2853,897,1417,108,1,0
11,8864,2236,136,1071,124,1,0
8,6566,4176,246,3413,70,1,0
8,3677,2155,440,1522,38,0,1
12,5796,9536,44,2654,175,0,1
12,6363,5698,657,1502,90,0,0
6,8123,6829,879,2474,36,1,0
6,8222,8537,687,2474,187,1,0
7,7690,1886,553,736,80,1,0
7,1400,6471,808,2839,131,1,0
5,4071,8746,970,2563,22,0,0
7,8808,3770,88,1153,141,0,1
10,2786,8391,729,1273,4,0,1
12,7169,2940,953,741,193,1,0
14,870,3490,227,1863,109,1,0
10,4196,7899,809,131,151,1,0
9,9604,306,290,1764,17,1,0
8,2739,3075,421,1713,26,1,0
7,940,1656,66,323,23,0,1
8,340,7244,250,823,28,1,0
11,7422,6611,40,543,138,1,0
5,4133,6322,98,2114,145,0,0
11,659,2692,305,2766,122,0,1
5,9752,1764,871,3173,127,1,0
6,3457,275,853,1856,111,0,0
8,9848,5271,455,2079,116,1,0
5,2975,7331,590,885,131,1,0
13,9241,9593,300,191,32,0,0
10,453,9967,198,415,41,1,0
5,9896,5025,658,1839,159,1,0
5,8184,4050,487,2795,178,1,0
10,5442,8080,105,1814,124,0,1
8,818,3460,400,3572,3,0,0
8,4868,3835,704,1761,19,0,0
10,12,4278,476,1070,194,0,1
11,7727,1844,121,3161,67,1,0
13,920,71,76,1722,189,0,1
14,4920,7386,311,375,57,1,0
9,2418,6862,111,3318,174,0,1
13,9506,7340,860,558,79,0,0
8,6475,9868,808,1281,186,1,0
14,2017,9487,681,3424,133,0,0
6,7957,7635,517,1945,94,0,0
7,9420,1043,196,1597,167,1,0
5,4792,3042,97,1129,150,0,1
10,6830,814,458,1361,179,1,0
10,2434,5622,840,3598,3,0,0
5,2868,7332,229,1325,164,1,0
7,1438,309,167,1101,169,0,1
9,3543,6661,808,1535,43,1,0
7,1781,4227,776,1254,124,0,0
14,6343,1877,7,1703,41,1,0
7,2263,2486,171,2626,28,0,1
14,211,6886,953,32,146,0,0
7,8699,4835,359,1632,159,0,1
9,6159,794,194,58,43,1,0
9,7027,6786,268,1128,54,1,0
8,331,4014,18,312,79,0,0
5,6860,7392,353,1753,132,0,0
9,8044,5353,863,3139,112,0,1
14,8169,3407,48,2002,173,0,0
9,8742,974,463,2738,172,0,1
8,5720,9239,355,1398,20,0,0
10,9133,4237,849,1783,77,0,0
14,727,7248,973,2283,149,0,0
8,4975,4369,157,2691,29,0,1
11,3243,8050,65,3184,22,0,0
11,648,464,972,1413,4,1,0
6,5095,5327,858,1432,62,1,0
7,6614,5415,570,3126,58,0,0
5,7135,8115,820,802,81,0,1
12,1009,287,307,239,51,0,1
13,1550,3195,336,1776,64,1,0
8,8995,9067,670,1319,38,1,0
10,7492,1992,782,112,2,0,1
13,3401,7450,120,3160,169,0,0
10,7447,2925,765,2524,70,0,0
13,5424,1120,403,2352,154,1,0
8,4241,5310,772,1329,155,1,0
12,3161,446,646,290,181,1,0
13,4155,6627,785,2256,14,1,0
8,7478,2896,567,2916,180,0,0
9,8719,721,842,1810,71,0,1
12,9215,2163,95,582,69,0,0
14,6617,9543,113,370,3,0,0
10,5660,3980,986,220,93,0,1
11,8624,4502,985,3303,144,1,0
7,1176,1725,868,2850,33,0,0
11,7956,8885,428,2867,123,0,1
12,8592,3413,539,1897,133,1,0
14,2233,494,817,349,35,0,1
10,4700,947,1,2303,98,0,1
14,5906,22,211,452,166,0,0
13,7860,1128,579,2190,79,1,0
10,7526,557,639,3141,65,0,0
13,5559,9808,332,89,135,1,0
8,6732,3730,23,871,142,1,0
12,2513,5341,764,1160,190,1,0
8,7830,6998,367,2043,90,1,0
6,9965,7182,741,1875,79,0,0
14,6944,7034,505,523,192,1,0
13,7910,1656,999,2708,58,0,0
9,5649,4173,175,2999,9,1,0
8,1096,5441,428,910,6,0,1
6,9120,8998,886,442,111,0,0
5,1951,3312,732,38,75,0,0
11,9746,8645,441,1881,11,0,0
10,9186,2324,547,3280,78,0,1
6,7799,9639,513,210,45,0,1
12,8804,5595,894,2561,31,0,0
8,595,5984,360,3432,159,0,0
12,7875,2511,273,1601,114,0,0
11,9033,362,176,3073,113,0,1
9,4439,3454,263,981,125,1,0
14,5972,2798,185,381,89,0,1
14,858,4620,526,2876,60,0,0
12,5519,3255,912,1561,196,0,1
13,7385,1217,278,2907,60,1,0
9,8636,1485,705,394,101,1,0
14,9980,5349,197,1074,113,0,1
9,4317,7195,348,396,173,0,0
6,3454,7750,922,1777,195,1,0
9,1030,6079,420,2080,91,0,1
7,9487,9399,304,545,182,0,1
11,7906,9640,63,2760,128,1,0
14,1447,8035,289,3306,106,1,0
9,2850,1507,17,3098,194,0,0
12,8106,1003,63,3626,48,0,1
5,7151,6403,873,3506,24,0,0
7,9503,925,329,1085,15,1,0
7,6952,8275,869,553,140,0,1
13,4055,6583,762,1465,179,0,0
9,5402,3927,939,1154,107,1,0
13,9281,9734,16,1378,163,0,1
13,1672,985,442,2246,199,0,0
5,4532,4231,140,2847,43,0,0
6,4924,5302,307,1687,82,0,1
9,6085,5291,443,1740,46,1,0
8,7734,908,495,694,123,1,0
14,4864,5051,425,3443,79,1,0
13,9316,2586,474,2195,75,0,0
11,1221,9335,831,1740,19,0,1
10,2860,1331,244,498,145,0,0
11,8428,6851,449,2096,181,0,0
5,9336,9745,801,2818,11,1,0
5,3253,1806,350,2699,111,0,0
12,3782,805,598,1196,152,0,1
6,6957,4147,710,613,59,0,0
14,766,71,869,2747,74,1,0
13,2681,27,959,1339,109,0,0
11,7710,8660,160,376,33,0,1
10,7482,3983,139,806,140,0,0
5,5086,8955,492,921,165,0,0
5,7964,7055,587,875,139,0,1
6,2665,6690,530,3605,35,1,0
10,9951,9616,392,2858,27,0,0
10,3513,3832,841,1444,38,0,1
6,495,9867,400,2953,76,0,0
5,5822,559,49,1420,170,0,0
14,2072,7957,743,1546,103,0,1
9,7795,3831,294,1211,90,1,0
9,8529,7344,424,1006,114,0,1
6,3949,5171,905,2081,158,1,0
10,6033,78,11,2117,1,1,0
13,8328,4929,334,592,116,0,1
6,2555,3647,990,1215,81,0,0
14,6370,1031,14,2149,89,1,0
6,4415,7381,27,1509,41,0,1
7,5959,2072,387,1309,30,1,0
11,9107,6911,291,914,60,1,0
10,5993,6088,886,2781,101,0,0
12,5021,1484,832,390,55,0,0
12,2907,5838,249,3637,82,1,0
10,2914,1550,504,160,127,0,0
14,3870,5497,97,892,13,1,0
7,9190,4682,814,3626,13,1,0
7,5085,1829,336,1071,156,0,0
5,6546,3751,38,3231,177,1,0
11,395,6081,37,1470,49,1,0
9,938,6601,299,696,190,1,0
8,9828,4459,178,758,100,1,0
14,2510,3856,608,2571,192,1,0
8,4636,6182,891,2780,67,1,0
8,1649,6083,468,2203,70,0,1
10,3690,7970,281,339,10,1,0
12,3435,2094,749,1977,13,1,0
12,3201,6238,163,3437,105,0,1
9,4179,3032,452,795,103,0,0
10,8405,1548,96,1723,130,0,1
8,3237,8559,768,1598,127,1,0
13,3862,64,308,3220,7,0,0
12,58,3299,261,899,170,1,0
14,4938,4849,292,1168,136,1,0
14,2971,5639,769,103,18,1,0
5,9719,2035,248,2860,139,1,0
6,8314,5674,244,93,154,0,1
13,9628,2228,250,975,111,1,0
12,9354,5620,122,3358,57,1,0
7,3345,596,324,1448,24,1,0
12,2486,3606,985,119,44,1,0
5,561,3889,680,2033,101,1,0
14,3981,3506,946,2077,47,1,0
8,6261,1395,500,3061,49,0,1
7,1737,9778,686,1535,80,0,1
10,9096,7529,780,3102,43,1,0
11,3554,8303,715,2920,58,1,0
8,9918,452,836,1390,160,1,0
11,9126,7336,65,2848,102,1,0
13,7095,2631,826,3210,77,1,0
6,8266,2186,835,475,155,0,0
7,294,5967,58,2611,17,1,0
9,8212,6374,730,3464,182,0,1
7,9230,5358,497,435,160,0,1
12,5330,4348,372,2852,115,0,1
14,4655,1459,265,1258,105,0,0
12,1109,1942,652,55,142,0,1
12,3771,5422,235,931,188,1,0
13,8563,5196,897,1316,10,1,0
8,6123,61,217,2800,163,1,0
9,7647,1494,526,312,142,1,0
9,1174,1180,813,1572,180,0,0
12,1164,6268,440,3161,61,0,0
11,9284,2788,649,3284,47,1,0
13,9475,4636,405,957,93,0,0
12,9037,4721,743,2366,142,1,0
6,8712,5710,600,1901,190,0,0
14,4466,7702,974,757,86,0,1
8,5538,105,588,2513,170,0,0
10,7111,9346,647,3159,49,0,1
6,8434,4087,916,1433,59,1,0
11,2800,9900,468,1264,58,0,1
7,4607,3925,917,1856,14,1,0
7,7262,1908,109,2748,28,1,0
6,1541,2049,352,3129,39,0,0
12,2765,9466,812,3185,30,1,0
10,4491,9137,90,2783,72,1,0
5,3083,8172,935,1094,10,1,0
5,5356,3904,881,2787,80,1,0
11,1857,3796,917,2816,61,0,1
12,769,292,413,3256,135,0,1
9,1422,6266,701,744,50,0,1
9,8598,6370,72,2324,56,0,0
8,2972,4860,684,233,131,1,0
10,1872,3729,546,2102,163,1,0
10,5599,7962,721,257,146,0,1
7,2269,5510,297,2029,23,0,0
13,5275,8619,644,2138,40,1,0
11,4749,6761,282,1762,48,0,1
5,6571,6110,504,1930,173,1,0
11,9373,6955,197,1459,35,0,1
9,5072,106,957,1649,9,1,0
9,9631,4754,31,408,77,1,0
6,5463,5278,647,3341,134,0,1
8,7450,6408,759,1693,139,0,1
10,8420,7635,870,1978,85,0,0
14,3959,1225,340,2414,175,1,0
11,1313,4250,657,2399,164,0,1
9,7847,895,333,1323,163,0,1
13,1070,1620,142,1930,59,0,0
7,9166,5088,745,1183,95,0,0
5,9930,5419,409,2535,7,0,1
8,3285,1385,948,842,134,1,0
13,8949,2433,43,984,106,0,1
8,3095,1301,31,1761,170,0,1
6,320,6858,742,3598,57,0,1
14,2321,8950,27,1379,80,0,1
9,555,8938,422,621,85,1,0
7,4939,8784,490,930,173,1,0
13,5432,5644,159,2449,33,0,1
8,1386,5088,844,3477,83,0,0
10,4763,9260,206,3168,116,0,0
6,6854,5440,17,1731,199,1,0
10,7637,7493,102,2618,21,1,0
7,4841,6291,581,975,148,0,0
13,3867,3307,630,392,14,1,0
6,3793,8894,650,352,132,1,0
13,7373,4708,671,2854,101,1,0
9,2513,104,231,1690,144,1,0
12,3803,9689,659,576,199,1,0
6,2327,3833,864,1694,146,1,0
10,8809,395,423,2825,4,0,1
7,2165,3517,903,2681,22,1,0
14,3308,3291,754,1312,82,0,1
9,6452,2010,546,523,13,1,0
12,8067,4537,836,726,9,0,0
14,7642,9860,893,162,30,1,0
5,6404,4968,866,1938,140,0,0
9,992,4762,238,659,126,0,0
7,5424,1051,333,3254,149,1,0
8,9569,2841,148,2898,36,0,1
6,4381,6618,622,1573,166,0,1
13,3174,4723,407,2130,137,1,0
7,4782,7472,16,524,30,0,0
6,9497,7913,913,4,170,1,1
14,5560,5524,225,2543,98,0,1
13,7460,3584,651,1579,163,0,0
11,3078,8539,655,1075,34,1,0
10,2983,1263,259,1285,110,0,1
5,7259,4665,728,3206,67,0,0
9,6054,8014,673,1623,182,1,0
7,2523,1351,603,3434,116,1,0
5,9677,6980,173,2616,195,1,0
8,4581,7190,842,3289,125,0,1
6,5609,3827,204,878,174,0,0
6,2001,8861,414,1092,5,1,0
7,1387,2646,507,3060,118,0,1
12,6552,266,152,3063,155,0,0
12,1030,9630,102,2912,29,0,1
11,9957,7434,713,3628,154,0,0
10,1220,1022,791,1167,68,0,0
13,6035,7947,64,3418,107,1,0
8,9810,2037,116,1578,166,1,0
5,9455,8756,664,1675,34,0,0
12,6523,7778,155,1609,102,0,0
11,8074,1059,675,2827,43,0,0
11,9063,1424,81,1218,142,1,0
7,834,4123,517,3053,159,1,0
8,9110,219,833,1691,28,1,0
14,1724,405,66,3318,190,1,0
13,6598,9829,237,314,5,1,0
10,2413,2318,583,730,26,0,1
9,9505,9951,606,384,27,0,1
7,5993,9866,815,1789,132,0,0
13,4498,8983,978,1813,168,0,0
9,2105,5058,325,2325,55,1,0
9,2568,1309,589,1096,111,0,0
8,9330,7621,66,1153,53,0,1
8,209,4929,175,3430,79,0,0
5,9256,9522,832,2746,104,0,1
11,4911,8702,683,1549,17,1,0
13,2220,8683,477,1865,42,1,0
7,233,1617,254,3292,88,0,1
6,792,1520,62,3078,73,0,0
7,3110,7892,813,751,156,0,1
5,2166,1583,402,983,9,0,1
10,8526,6704,757,2672,133,1,0
11,9551,7988,191,228,88,1,0
6,5193,6583,978,2044,131,0,0
12,1214,1575,328,1978,33,0,1
10,4419,6935,70,2065,82,1,0
8,7314,9953,877,1609,160,1,0
9,8475,6176,740,12,131,0,1
12,212,9238,945,1523,171,0,1
7,1658,2613,62,692,97,0,0
7,5024,3892,296,1740,30,1,0
8,9609,8653,244,1526,79,1,0
5,5917,6733,518,70,193,1,0
13,5141,4431,392,2156,185,1,0
12,1794,8112,771,2249,59,1,0
12,5988,1381,600,3124,1,0,0
14,8296,9337,176,1573,35,0,0
10,5578,3515,203,629,197,0,1
11,5551,4454,645,3331,124,0,0
10,3845,7769,593,3554,187,1,0
13,6906,6489,999,1288,150,0,1
7,378,8384,532,906,102,1,0
7,3293,3534,910,2351,174,1,0
7,3329,755,127,2985,115,0,0
14,4808,9876,194,576,100,0,1
7,7937,2525,193,3626,45,0,1
13,224,827,183,2603,79,0,1
8,737,9081,246,2173,106,0,1
11,235,4748,872,3342,43,0,1
13,711,2333,871,2021,146,1,0
11,5988,4946,323,859,48,1,0
13,1888,8302,159,745,87,1,0
7,7173,8046,705,2528,57,0,0
8,1259,8984,621,2180,90,1,0
12,5246,7181,924,3074,134,0,0
10,7271,3414,65,115,93,0,0
9,748,9501,929,481,168,1,0
8,3551,6457,253,981,77,1,0
12,6400,6749,282,1025,121,0,1
5,6643,296,59,2379,142,0,1
13,8701,9821,117,1601,75,1,0
5,1823,568,422,942,52,1,0
12,6852,5283,555,955,22,1,0
8,7777,7664,997,1661,76,1,0
13,4232,7511,721,768,72,1,0
9,6519,5465,35,2439,87,1,0
7,1777,8263,530,834,102,0,0
13,1222,4382,90,2191,93,1,0
13,7630,65,300,2376,192,0,0
8,1777,879,723,1782,59,0,1
8,9496,8259,916,628,9,1,0
12,7490,9408,918,377,101,1,0
6,4859,7222,733,90,57,1,0
13,8893,5069,216,2856,174,0,1
10,8118,3239,734,1021,142,0,0
13,2989,507,922,1066,8,1,0
12,8343,7704,97,1971,12,1,0
11,1325,1125,455,1059,150,0,1
5,9493,885,530,3060,160,0,1
7,9903,2841,808,1518,136,1,0
6,5127,7975,537,2601,130,1,0
9,8998,6565,27,124,72,1,0
9,2722,6083,575,2105,115,0,1
9,4656,4870,323,2854,152,0,0
8,1325,2525,222,1480,124,1,0
9,4133,9117,79,2283,110,1,0
7,9351,4215,562,2656,70,1,0
5,2869,1938,457,2440,163,0,0
9,1242,3232,613,1516,88,0,1
13,8539,3744,175,3018,19,0,0
13,1831,6221,521,1855,80,1,0
8,1569,3465,748,1367,181,1,0
7,7246,440,456,3248,89,1,0
5,1918,461,422,52,18,0,1
6,6416,8803,99,1574,187,0,1
12,3232,5413,889,1502,164,0,1
5,3758,5755,739,2537,111,1,0
12,5997,5012,402,2053,130,1,0
11,2355,3163,575,632,106,0,0
12,9589,6752,379,1862,120,1,0
10,1824,5,530,1233,91,1,0
13,7280,4776,331,2265,146,0,1
7,4060,7038,317,2048,180,0,1
14,5324,6414,652,536,173,0,0
8,404,5739,536,3414,79,0,1
10,1721,3970,739,3473,183,0,0
12,5316,2606,88,3534,197,1,0
9,3845,98,603,2786,30,0,1
7,4210,525,510,730,52,1,0
10,64,6337,41,3283,112,1,0
8,9491,1180,884,3098,33,0,1
13,6382,8067,806,1276,30,0,0
7,9607,9881,925,2051,187,1,0
8,968,9330,388,3074,138,1,0
11,368,4491,80,1026,5,1,0
11,8424,5922,401,2198,26,0,0
8,2242,3071,106,2052,6,1,0
10,5002,5641,110,1521,48,0,0
7,3083,7381,276,3622,95,0,1
10,8073,2792,213,1895,199,1,0
6,9112,4778,742,468,59,0,0
12,8880,14,817,2118,32,1,0
6,1469,2415,505,201,46,1,0
11,4725,2685,120,308,171,0,1
13,4259,9428,133,3324,118,0,1
5,3622,8159,817,3359,26,1,0
12,823,7926,719,2046,21,0,1
11,3431,4100,961,922,46,0,1
10,6528,6374,370,2340,92,1,0
10,4151,6004,256,3226,175,0,1
10,4213,5521,696,2972,157,1,0
13,7420,9799,797,3205,1,1,0
6,8989,7155,953,883,142,0,0
5,779,3297,874,586,46,1,0
10,2892,2633,179,3346,26,0,1
14,5534,3890,932,1721,198,1,0
12,3306,791,47,509,26,0,1
7,2902,9191,598,3425,140,1,0
14,3718,151,896,5,182,1,0
5,21,3063,18,2341,144,0,1
13,1500,6367,45,360,74,0,0
5,9034,7904,450,214,186,0,1
7,9952,2091,897,3478,9,0,1
12,3641,4599,55,1460,120,0,1
7,5212,7408,740,3087,32,0,0
8,191,2977,656,3345,164,0,0
12,8587,842,91,563,125,0,0
5,7174,3793,81,2813,7,0,1
10,5114,1659,736,45,160,1,0
5,4662,8789,78,2751,134,0,0
5,4326,5162,661,634,161,1,0
12,9065,6446,872,1436,70,0,1
8,4335,4270,282,1211,134,0,0
5,8281,3603,310,1750,40,1,0
14,8648,6764,996,2709,117,1,0
11,9196,1216,159,3242,54,0,1
9,5494,2291,315,2769,6,1,0
9,8536,3811,876,594,83,0,1
5,2711,4993,978,1425,145,1,0
14,7595,5142,667,2294,170,0,0
10,6273,6862,155,1927,77,1,0
13,6284,9123,887,857,167,0,1
13,9308,6533,713,1893,52,1,0
12,8817,7526,467,552,13,0,0
9,3994,2978,920,43,148,1,0
5,1678,5347,852,2889,112,0,1
13,8414,7933,461,179,56,0,0
5,743,4595,853,1481,90,0,0
12,462,6211,116,2583,45,1,0
9,1568,9955,665,607,153,1,0
7,1736,2170,363,672,90,1,0
11,7903,8527,842,3316,151,1,0
11,7002,9368,630,927,132,1,0
13,8856,3021,710,17,169,0,1
11,1356,8970,912,1136,101,1,0
7,1014,7836,465,1639,105,0,0
5,1054,1185,774,2874,170,0,0
12,1764,3285,183,2595,127,0,1
7,6009,3447,959,1054,31,0,0
12,4458,3991,659,1216,5,0,0
12,9604,9130,165,2485,73,1,0
9,667,4899,74,2227,194,0,1
5,3370,1935,747,616,134,1,0
14,5976,8825,825,2725,28,0,0
11,1394,9445,271,3546,33,0,0
14,8290,9274,690,2682,6,1,0
9,4070,1285,502,3206,80,1,0
12,6982,8545,794,2850,76,0,0
13,8613,7479,562,312,57,0,1
11,5599,5255,586,2073,84,0,1
11,3650,1885,655,2419,158,1,0
5,9324,5062,342,525,72,1,0
8,9894,7066,699,3391,44,0,0
6,3620,3022,634,2278,46,1,0
6,3190,5265,843,3174,76,1,0
6,8789,1547,250,1474,199,1,0
8,391,4204,807,2426,72,1,0
5,1075,7590,834,888,167,1,0
8,2650,1368,129,1925,115,1,0
6,2384,1757,763,3275,29,1,0
9,809,9709,357,3339,189,0,1
7,8047,4917,943,2008,70,1,0
12,5501,3484,691,462,144,1,0
8,6895,3052,407,2413,102,0,0
5,1159,8382,860,2152,132,1,0
5,7574,932,494,3183,103,1,0
14,1531,4237,621,428,121,1,0
7,5481,7240,481,469,128,1,0
13,7548,3238,979,1015,30,0,0
11,4976,565,849,1605,162,1,0
6,5695,5378,77,870,108,0,0
13,8445,5558,977,2818,71,1,0
14,3548,9326,513,2728,157,1,0
6,6163,743,320,2853,126,1,0
7,6671,8864,787,886,84,1,0
14,5264,8722,289,2609,14,0,0
6,1231,5409,296,1274,55,0,1
7,2423,8753,680,3554,187,0,1
10,8071,5629,751,331,26,0,1
13,4261,6318,970,1956,1,0,1
13,9765,301,474,587,73,1,0
11,2908,3767,22,201,63,0,0
7,4712,4280,805,454,4,0,1
8,6755,7506,171,3576,90,1,0
10,9817,8701,834,3618,67,0,0
9,3883,6962,317,826,140,1,0
6,3515,5429,907,111,80,0,1
10,3403,7248,797,2912,84,1,0
7,4598,3445,990,908,22,0,0
12,5008,2203,854,1773,96,1,0
6,6222,2834,192,1568,177,0,0
5,4009,8986,680,1233,123,0,1
13,2735,2479,915,2081,36,1,0
7,4491,9715,117,555,29,1,0
5,8593,4856,5,1904,150,1,0
11,974,434,842,107,161,0,1
14,223,1706,482,3337,191,1,0
9,4613,8260,131,2274,182,0,0
9,6777,5725,92,2535,198,1,0
5,8427,1904,762,2227,116,0,0
13,4211,7018,521,3294,8,1,0
11,225,3959,562,1394,131,1,0
12,8183,6825,860,2685,65,0,0
13,4277,6347,293,2836,119,1,0
10,1341,6156,640,167,123,1,0
9,4036,2713,999,2711,160,1,0
10,8401,6194,391,3625,159,0,1
6,3727,6512,248,2348,43,0,1
8,3928,6867,613,1405,108,1,0
7,2803,3727,848,2083,36,1,0
11,9301,3546,594,2455,66,0,1
13,6558,2303,702,1526,59,0,1
9,393,3681,416,314,186,1,0
10,6839,7852,142,816,35,0,0
14,9035,3221,236,743,48,1,0
6,9716,4374,286,2775,178,1,0
